id,prompt,correct_answer,sources,baseline_answer,tuned_answer,rag_answer,rag_bertscore
SELF-025,Was wurde durch das Budgetbegleitgesetz 2001 bei der Grunderwerbsteuer geändert?,Anpassungen bei den Steuersätzen und Befreiungen für Betriebsübergaben.,BHG 2013,"Das Budgetbegleitgesetz 2001 führte eine Änderung bei der Grunderwerbsteuer ein. Die Grunderwerbsteuer wurde von 4,5 % auf 9,5 % erhöht.",Das Budgetbegleitgesetz 2001 veränderte die Einkunftsregelung für Grunderwerbsteuer. Gemäß § 1 Abs. 1 Z 1 wurde die Einkunftsregelung auf Einkünfte aus Gewerbebetrieb und Einkünfte aus nichtselbständiger Arbeit (§ 1 Abs.,,0.7530679106712341
SELF-026,"Was ist die Besonderheit der ""Vortragfähigkeit"" von Verlusten?",Verluste können zeitlich unbegrenzt mit künftigen Gewinnen gegengerechnet werden (Verlustvortrag).,Home-office-Gesetz,"Die Besonderheit der ""Vortragfähigkeit"" von Verlusten ist, dass sie nicht nur auf den Gewinn des Vorjahres, sondern auch auf den Gewinn der folgenden Jahre vortragen werden können.","Die Besonderheit der ""Vortragfähigkeit"" liegt darin, dass Verluste nicht als Einkünfte aus Gewerbebetrieb oder als Einkünfte aus anderen Einkommensquellen behandelt werden, sondern als Einkünfte aus Vortragfähigkeit.","Einkünften nach Abs. 3, 4 und 4a abzugsfähig gemacht werden. 2. Verluste aus Einkünften nach Abs. 3, 4 und 4a können nur nach Maßgabe der Vorschriften der Abs. 1 bis 3 abzugsfähig gemacht werden, wenn sie im Zeitpunkt des Ausschüttungsbeschlusses auf der zuletzt veröffentlichten Liste der Mittelstandsfinanzierungsgesellschaften genannt sind. 3. Ver",0.8133984804153442
SELF-027,Wie hoch ist die Versicherungspflichtgrenze für Neue Selbstständige?,Sie liegt bei dem 12-fachen der monatlichen Geringfügigkeitsgrenze (ca. 6.221 Euro jährlich).,Bestattungsanlagengesetz,Die Versicherungspflichtgrenze für Neue Selbstständige beträgt 4.800 € pro Jahr.,Die Versicherungspflichtgrenze für Neue Selbstständige beträgt 1.000 Euro.,", die mit Glücksspielautomaten verliehen werden, und die mit Glücksspielautomaten verliehenen Ausspielungen, soweit sie mit Glücksspielautomaten vergleichbar sind, und die Umsätze aus dem Verkauf von Wertpapieranteilen im Sinne des Wertpapieranteilsteuergesetzes, soweit für diese Umsätze ein Wertpapieranteil im Sinne des Wertpapieranteilsteuergesetzes gezahlt wird oder das Deckung",0.7784085273742676
SELF-028,Was ist der Kindermehrbetrag?,"Ein Absetzbetrag für Alleinverdiener/Alleinerzieher mit sehr geringem Einkommen, die keine Steuer zahlen.",TDB-G 2012,"Der Kindermehrbetrag ist ein Betrag, der bei der Einkommensteuer von Kindergeld berechtigten Personen (z.B. Eltern) auf die Einkommensteuer nicht erhoben wird. Der Betrag variiert je nach Anzahl der Kinder und beträgt derzeit 3.000 bis 4.000 Euro pro Jahr.","Der Kindermehrbetrag ist der Betrag, der nach dem Erwerb eines Kindes aus einer anderen Person (z. B. einer Ehefrau) entsteht.","d) Die Aufteilung des Familienbonus Plus gemäß lit. a und b ist bei gleichbleibenden Verhältnissen für das gesamte Kalenderjahr einheitlich zu beantragen. Wird von den Anspruchsberechtigten die Berücksichtigung in einer Höhe beantragt, die insgesamt über das nach Z 1 oder Z 2 zustehende Ausmaß hinausgeht, ist jeweils die Hälfte des monatlich zustehenden Betrages zu ber",0.7935171127319336
SELF-029,Wie funktioniert die degressive Abschreibung (AfA)?,Es können im ersten Jahr bis zu 30 % des Restbuchwertes steuerlich abgeschrieben werden.,4. COVID-19-Gesetz,"Die degressive Abschreibung (AfA) ist eine Abschreibungsmethode, bei der die Abschreibung pro Jahr um einen festen Prozentsatz verringert wird. 

Beispiel: Ein Unternehmen kauft ein Fahrzeug für 10.000 €. Die Höchstabschreibung beträgt 20 %. Die degressive Abschreibung würde wie folgt aussehen:

- 1. Jahr: 2.000 € (20 % von 10.000 €)
- 2. Jahr: 1.600 € (16 % von 10.000 €)
- 3. Jahr: 1.280 € (12,8 % von 10.000 €)","Die degressive Abschreibung (AfA) ist eine steuerpflichtige Abschreibung, die bei der Ermittlung des Einkommens angewandt wird. Sie wird nach § 27 Abs. 1 Z 1 EStG 1988 gewährt. Die Abschreibung erfolgt, wenn ein Einkommen aus einer nichtselbständ",enden.,0.8023249506950378
SELF-030,Was ist der Teuerungsabsetzbetrag?,Eine Einmalzahlung/Absetzbetrag zur Entlastung von Steuerpflichtigen aufgrund der hohen Inflation.,SV-OG,"Der Teuerungsabsetzbetrag ist ein Betrag, der bei der Einkommensteuer von der Einkünften abgezogen werden kann. Er dient dazu, die Teuerung (die Inflation) bei der Einkommensteuererklärung zu berücksichtigen. Der Betrag wird jährlich vom Bundesministerium für Finanzen festgelegt.","Der Teuerungsabsetzbetrag ist der Betrag, der nach der Abzugsrechts- und Einkunftsrechts-Regelung (§ 25 Abs. 1 Z 1) nach der Abzugsrechts- und Einkunftsrechts-Regelung (§ 25 Abs. 1 Z 2) abzugs","ie Verrechnungsgebühr, 2. die Verrechnungskosten, 3. die Verrechnungserlösung, 4. die Verrechnungskosten, 5. die Verrechnungserlösung, 6. die Verrechnungskosten, 7. die Verrechnungserlösung, 8. die Verrechnungskosten, 9. die Verrechnungserlösung, 10. die Verrechnungskosten, 11. die Ver",0.7674041986465454
SELF-031,Was regelt das Erbschafts- und Schenkungssteuergesetz (alt)?,Es regelte die Besteuerung von Vermögensübergängen (2008 für verfassungswidrig erklärt und aufgehoben).,"AZG, ARG",Das Erbschafts- und Schenkungssteuergesetz (alt) regelte die Erbschafts- und Schenkungssteuer in Österreich. Es wurde durch das Erbschafts- und Schenkungssteuergesetz 1955 abgelöst.,Das Erbschafts- und Schenkungssteuergesetz (EStG 1988) regelt die Erbschafts- und Schenkungssteuer (ESt) für Erben und Schenkenden.,"licher Vorschriften entfällt. 2. Die Lieferung von Gütern und Dienstleistungen, die nicht mit dem Verkauf von Waren verbunden sind, ist nicht steuerbar. 3. Die Leistungen, die mit dem Verkauf von Waren verbunden sind, sind steuerbar, wenn sie nicht mit dem Verkauf von Waren verbunden sind. 4. Die Leistungen, die mit dem Verkauf von Waren verbunden sind, sind steuerbar, wenn sie nicht mit dem Ver",0.800199568271637
SELF-032,Welche Bedeutung hat das Zollgesetz?,Es regelt die Erhebung von Einfuhr- und Ausfuhrabgaben beim Warenverkehr mit Drittstaaten.,Pauschalreiseverordnung,"Das Zollgesetz ist ein Bundesgesetz, das die Zollverwaltung und die Zollordnung regelt. Es umfasst Bestimmungen über die Einfuhr, Ausfuhr und Durchfuhr von Waren, die Erhebung von Zöllen und anderen Abgaben, die Kontrolle von Waren und die Verhinderung von Zollfahndung und Zollfahndungsmitteln.","Das Zollgesetz ist ein wichtiges Steuerrecht, das die Einkünfte aus Einkünften aus nichtselbständigen Arbeit (NLA) und Einkünfte aus selbständiger Arbeit (SA) unterliegt.",sie sich nicht in der Nähe der betreffenden Abgabenbehörde befinden.,0.8243772387504578
SELF-033,Was ist die Kapitalertragsteuer (KESt)?,"Eine Abzugsteuer für Einkünfte aus Kapitalvermögen, die meist Endbesteuerungswirkung hat.",Steuerreformgesetz 2015/2016,"Die Kapitalertragsteuer (KESt) ist eine direkte Steuer, die auf Einkünfte aus Kapitalvermögen erhoben wird. Sie betrifft Einkünfte aus Zinserträgen, Dividenden, Mieten und anderen Kapitalerträgen. Die KESt wird in Österreich von den Gläubigern selbst bezahlt, nicht vom Schuldner.","Die Kapitalertragsteuer (KESt) ist eine Steuer auf Einkünfte aus Kapitalvermögen, die von einem Unternehmen an seine Person oder an eine andere Person (Einkünfte aus Kapitalvermögen) erzielt werden.","Einfluss einer anderen Körperschaft, die unmittelbar oder mittelbar verzinst ist. c)Die empfangende Körperschaft ist unmittelbar oder mittelbar in die Geschäftsbeziehungen mit einer anderen Körperschaft, die unmittelbar oder mittelbar verzinst ist, verwickelt.",0.8003123998641968
SELF-034,Was regelt das Einkommensteuergesetz bezüglich Sonderausgaben?,"Abzugsfähige private Kosten wie Spenden, Kirchenbeitrag oder Steuerberatungskosten.",VwG-Anpassungsgesetz,"Das Einkommensteuergesetz regelt Sonderausgaben in § 10 EStG. Hier sind einige der wichtigsten Sonderausgaben aufgeführt:

- Kirchenbeitrag
- Kirchenspende
- Kircheneintrittsbeitrag
- Kircheneintrittsbeitrag für Ehegatten
- Kircheneintrittsbeitrag für Kinder
- Kircheneintrittsbeitrag für Kinder von Ehegatten
- Kircheneintrittsbeitrag für Kinder von geschiedenen Ehegatten
- Kircheneintrittsbeitrag für Kinder von geschiedenen Ehegatten, wenn diese Einkommenste",Sonderausgaben gelten gemäß § 27 EStG 1988 grundsätzlich bis zu 5.000 Euro.,"sind die Verluste des vorherigen Jahrzehnts abzuziehen. b) Der Verlustabzug nach Maßgabe des § 18 Abs. 6 des Einkommensteuergesetzes 1988 ist nicht anzuwenden, wenn die Verluste im laufenden Jahr nicht abgezogen werden können. 3. Der Verlustabzug nach Maßgabe des § 18 Abs. 6 des Einkommensteuergesetzes 1988 ist nicht anzuwenden, wenn die Verlust",0.7794449925422668
SELF-035,Was ist die Vergnügungsteuer?,Eine Gemeindeabgabe für öffentliche Veranstaltungen und Spielautomaten.,2. Stabilitätsgesetz 2012,"Die Vergnügungsteuer ist eine Steuer, die in Österreich auf bestimmte Vergnügungen wie Kinobesuche, Theaterbesuche, Sportveranstaltungen und ähnliche Aktivitäten erhoben wird. Sie wird von den Besuchern dieser Veranstaltungen direkt bezahlt.","Die Vergnügungsteuer ist eine Einkunftssteuer, die von der Einkunftssteuer-Abgabepolitik des Finanzamts gewährt wird.","auf ein Pendlerpauschale haben, sind höchstens 750 Euro rückzuerstatten.",0.7794760465621948
SELF-036,Was regelt das Kommunalsteuergesetz?,Eine Abgabe der Unternehmen an die Gemeinde (3 % der Bruttolohnsumme).,BBG 2011,"Das Kommunalsteuergesetz (KSteG) regelt die Grundsteuer, die Gewerbesteuer und die Einkommensteuer, soweit sie sich auf die Einkünfte aus landwirtschaftlichen Betrieben bezieht.",Das Kommunalsteuergesetz regelt die Einfuhr- und Ausfuhrsteuer.,usgegangenen Rechtsvorgang die Steuer berechnet worden ist.,0.7975865006446838
SELF-037,Was ist die Rechtsgrundlage für die Kapitalertragsteuer auf Zinsen?,Das EStG i.V.m. speziellen Durchführungsverordnungen zu Kapitalerträgen.,Dienstrechts-Novelle 2010,Die Rechtsgrundlage für die Kapitalertragsteuer auf Zinsen ist § 22 EStG.,Die Rechtsgrundlage für die Kapitalertragsteuer auf Zinsen ist § 27 Abs. 1 Z 1 EStG 1988.,"von Abgaben, die auf Grund völkerrechtlicher Verträge vorgesehen sind, die die Rückzahlung von Abgaben an die Abgabenbehörden vorsehen; 3.die Aufbewahrungspflicht nach § 18a Abs. 1 Z 1 des Einkommensteuergesetzes 1988; 4.die Aufbewahrungspflicht nach § 18a Abs. 1 Z 2 des Einkommensteuergesetzes 1988; 5.die Aufbewahrungspf",0.8024386763572693
SELF-038,Wie hoch war der KöSt-Satz nach der Steuerreform 2005?,Er wurde damals von 34 % auf 25 % gesenkt.,ZaDiG 2009,Der Körperschaftssteuersatz (KöSt) in Österreich betrug nach der Steuerreform 2005 25 %.,"Der KöSt-Satz nach der Steuerreform 2005 betrug 0,5 % des Einkommens, das nicht aus der Beteiligung an der Kapitalgesellschaft stammt.","en ergeben, die auf die Einkommensteuer und Körperschaftsteuer bezogen werden, werden nicht mit der Einkommensteuer oder Körperschaftsteuer abgerechnet. (2)Differenzbeträge an Einkommensteuer und Körperschaftsteuer, die sich aus Abgabenbescheidenen ergeben, die auf die Einkommensteuer und Körperschaftsteuer bezogen werden, werden nicht mit der Einkommensteuer oder Körperschaftsteuer abgerechnet. (3",0.7790623903274536
SELF-039,"Was ist die ""GmbH light"" (gründungsprivilegierte GmbH)?","Eine GmbH, bei der das Stammkapital in den ersten 10 Jahren nur 10.000 Euro (davon 5.000 bar) beträgt.",UMG,"Die ""GmbH light"" ist eine Gründungsform, die 2022 eingeführt wurde. Sie ist eine Variante der GmbH, aber mit weniger Verwaltungsaufwand und weniger Kosten. Die GmbH light ist eine Gründungsform, die bestimmte Voraussetzungen erfüllen muss, wie z.B. eine Mindestkapitalhöhe von 1 € und eine Mindestanzahl von 1 Gesellschafter.","Die GmbH light (gründungsprivilegierte GmbH) ist eine Form der GmbH, die für die Gründung und das Betreiben von Unternehmen ausreichendsteuerfrei ist. Sie ist eine gründungsprivilegierte GmbH, die gemäß § 27 Abs. 1 Z 1 EStG 1988 gründungsprivilegiert ist.",gesetzes); 9. Verwaltung von Rechnungen und Aufträgen (§ 12 des UStG); 10. Verwaltung von Steuerabgaben (§ 13 des UStG); 11. Verwaltung von Steuernachzahlungen (§ 14 des UStG); 12. Verwaltung von Steuernachzahlungsbüchern (§ 15 des UStG); 13. Verwaltung von Steuernachzahlungsbüchern (§ 16 des USt,0.7610452771186829
SELF-040,Was ist der Gewinnfreibetrag nach § 10 EStG?,Eine steuerliche Begünstigung für natürliche Personen mit betrieblichen Einkünften (Grundfreibetrag + investitionsbedingter GFB).,ZaDiG 2009,Der Gewinnfreibetrag nach § 10 EStG beträgt 4.000 €.,"Der Gewinnfreibetrag nach § 10 EStG beträgt das Einkommen aus Gewerbebetrieb im Sinne der § 23 EStG, das nicht über 10.000 Euro hinaussteht.","abzugeben, wenn der Antrag auf Rückzahlung oder Erstattung den Anforderungen des § 99 EStG 1988 entspricht.",0.7844883799552917
SELF-041,Was sind Einkünfte aus selbstständiger Arbeit nach § 22 EStG?,"Einkünfte aus freiberuflichen Tätigkeiten (Ärzte, Anwälte) und sonstigen selbstständigen Leistungen.",MRG,"Einkünfte aus selbstständiger Arbeit nach § 22 EStG sind Einkünfte aus Gewerbebetrieben, wie z.B. Handwerksbetrieben, Einzelunternehmen, aber auch aus freiberuflichen Tätigkeiten wie z.B. Architektur, Ingenieurwesen, Rechtsberatung, Medizin, aber auch aus Künsten wie Musik, Kunst, Schreiben.",Einkünfte aus selbstständiger Arbeit nach § 22 EStG sind Einkünfte aus Gewerbebetrieb im Sinne von § 23 EStG.,liche Beleidigung oder 8/6/26 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994 - Umsatzsteuergesetz 1994,0.7528465390205383
SELF-042,Wie wird der Gewinn nach § 4 Abs. 1 EStG ermittelt?,Durch Betriebsvermögensvergleich (Bilanzierung).,MRG,"Der Gewinn wird nach § 4 Abs. 1 EStG ermittelt, indem die Einnahmen aus selbstständiger Arbeit mit den Aufwendungen für die selbstständige Tätigkeit abgeglichen werden.","Der Gewinn nach § 4 Abs. 1 EStG wird aus dem Veräußerungspreis der Ware abgezogen, wenn der Veräußerungspreis höchstens 100 % des Veräußerungspreises des Verkaufsgewinnes beträgt.","Begriffe der aa) und bb) die gesetzlichen Vorschriften von 2016 gelten, bleiben die Vorschriften der § 93 des VAG 2016 in Bezug auf die Begriffe der cc) unverändert. 3. b) Bezüge und Vorteile aus dem Versorgungswesen der Krankenpflege und der Altersvorsorge. 4. c) Bezüge und Vorteile aus dem Versorgungswesen der Rentenversicherung und der Pflegevers",0.7825595736503601
SELF-043,Was versteht man unter Einkünften aus Gewerbebetrieb (§ 23 EStG)?,"Einkünfte aus einer selbstständigen, nachhaltigen Tätigkeit mit Gewinnabsicht, die kein freier Beruf ist.",MRG,"Einkünfte aus Gewerbebetrieb sind Einkünfte, die nicht durch Lohn- oder Gehaltsbeziehungen erworben werden, sondern durch selbstständige Tätigkeit. Dazu gehören unter anderem:

- Gewinne aus selbstständiger Landwirtschaft
- Gewinne aus selbstständiger Erzielung von Einkünften aus Vermietung und Verpachtung
- Gewinne aus selbstständiger Erzielung von Einkünften aus Leibrenten
- Gewinne aus selbstständiger Erzielung von Einkünften aus Kapitalvermögen
- Gewinne aus selbstständiger Erzielung von Einkünften aus freiber","Einkünfte aus Gewerbebetrieb sind Einkünfte aus einer selbständigen Tätigkeit, die als Gewerbebetrieb ausgeübt wird. Zu den Einkünften gehören beispielsweise Einkünfte aus dem Verkauf von Gegenständen, Dienstleistungen oder anderen Gütern, Einkünfte aus der","24 PMRIS - Umsatzsteuergesetz 1994 - Bundesrecht konsolidiert, Fassung vom 06.04.2026 Page 28 of 83https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004873&ShowPrintPreview=True",0.7635173797607422
SELF-044,Was zählt zu den Einkünften aus nichtselbstständiger Arbeit (§ 25 EStG)?,"Bezüge aus einem bestehenden oder früheren Dienstverhältnis (Löhne, Gehälter, Pensionen).",MRG,"Einkünfte aus nichtselbstständiger Arbeit (§ 25 EStG) umfassen Einkünfte aus einem Dienstverhältnis, wie z.B.:

- Löhne
- Gehälter
- Bezüge
- Pensionen
- Renten
- Alterspensionen
- Hinterbliebenenpensionen

Dies sind Einkünfte, die durch eine Abhängigkeit von einem Arbeitgeber erzielt werden.","Zu den Einkünften aus nichtselbstständiger Arbeit zählen Einkünfte aus Gewerbebetrieb, Einkünfte aus Dienstleistungen, Einkünfte aus Kapitalvermögen und Einkünfte aus anderen Einkünften (§ 25 Abs. 2 Z 1).","üge und Vorteile aus einer Betriebsauszugsversicherung handelt, sind diese nur mit 25% zu erfassen. 2. b) Bezüge und Vorteile aus der Versicherung des Arbeitnehmers. 2. c) Bezüge und Vorteile aus der Versicherung des Arbeitnehmers. 2. d) Bezüge und Vorteile aus der Versicherung des Arbeitnehmers. 2. e) Bezüge und Vorteile aus der Versicherung des Arbeitnehmers.",0.7942657470703125
SELF-045,Was ist die sachliche Steuerpflicht nach § 2 EStG?,"Das Einkommen, das der Steuerpflichtige innerhalb eines Kalenderjahres bezogen hat.",MRG,"Die sachliche Steuerpflicht nach § 2 EStG umfasst alle Einkünfte, die in Österreich erzielt werden, unabhängig von der Steuerpflicht des Steuerpflichtigen.",Die sachliche Steuerpflicht nach § 2 EStG besteht aus der Einkommenssteuer auf Einkünfte aus Gewerbebetrieb.,"Unternehmer unter Verwendung der allgemeinen Umsatzsteuerabgabenabgabe (UStA) erhält, unterliegen der UStA. 2. Die Umsätze, die unter Verwendung der UStA erhoben werden, unterliegen der UStA. 3. Die Umsätze, die unter Verwendung der UStA erhoben werden, unterliegen der UStA. 4. Die Umsätze, die unter Verwendung der UStA erhoben werden, unterliegen der UStA",0.7761126160621643
SELF-046,Dürfen Kosten der Lebensführung steuerlich abgezogen werden (§ 20 EStG)?,"Nein, Aufwendungen für den Haushalt und die Lebensführung sind grundsätzlich nicht abzugsfähig (Abzugsverbot).",MRG,"Ja, Kosten der Lebensführung können steuerlich abgezogen werden.",Nein. Die Lebensführung ist nicht steuerlich abzuziegen.,"ällen nicht anzuwenden, wenn die Einkünfte aus dem Verkauf von Vermögen, die nicht mit dem Verkauf von Vermögen in Verbindung stehen, oder aus dem Verkauf von Vermögen, das nicht mit dem Verkauf von Vermögen in Verbindung steht, oder aus dem Verkauf von Vermögen, das nicht mit dem Verkauf von Vermögen in Verbindung steht, oder aus dem Verkauf von Vermögen, das nicht mit dem Verkauf von Vermögen in Verbindung steht",0.7871019840240479
SELF-047,Was ist ein Dienstvertrag gemäß ABGB § 1151?,"Ein Vertrag, bei dem sich jemand zur persönlichen Arbeitsleistung gegen Entgelt für eine gewisse Zeit verpflichtet.",ABGB,"Ein Dienstvertrag ist ein Vertrag, bei dem eine Person (Dienstnehmer) gegen Entgelt Leistungen für einen anderen (Dienstgeber) erbringt. Der Dienstnehmer muss dabei die Weisungen des Dienstgebers befolgen.","Ein Dienstvertrag gemäß § 1151 ABGB ist eine Beziehung zwischen einem Arbeitgeber und einem Angestellten, die eine unerhöhte Entlohnung für die Arbeit des Angestellten beinhaltet.","und 2, 17 Abs. 1 und 2, 19 Abs. 1 und 2, 20 Abs. 1 und 2, 21 Abs. 1 und 2, 22 Abs. 1 und 2, 23 Abs. 1 und 2, 24 Abs. 1 und 2, 25 Abs. 1 und 2, 26 Abs. 1 und 2, 27 Abs. 1 und 2, 28 Abs. 1 und 2, 29 Abs. 1",0.7353839874267578
SELF-048,"Was gilt, wenn im Dienstvertrag kein Entgelt vereinbart wurde?",Es gilt ein angemessenes Entgelt als vereinbart (§ 1152 ABGB).,ABGB,"Wenn im Dienstvertrag kein Entgelt vereinbart wurde, ist das Entgelt nach dem Kollektivvertrag oder dem Einzelvertrag zu bestimmen. Wenn kein Vertrag vorliegt, ist das Entgelt nach dem Lohnframe oder dem Mindestlohn zu bestimmen.","Wenn im Dienstvertrag kein Entgelt vereinbart wurde, gilt das Entgeltverhältnis als Einkünfte aus nichtselbständiger Arbeit.","alle der Zahlung von Einfuhrumsatzsteuer auf die Belegung der Gegenstände, die sich aus den Abs. 1 bis 3 ergebenden Bemessungsgrundlage entfallenden Beträge an Einfuhrabgaben, Steuern und sonstigen Abgaben, soweit sie darin nicht enthalten sind, verlängert werden.",0.7883727550506592
SELF-049,Was charakterisiert einen Werkvertrag nach § 1165 ABGB?,Die Verpflichtung zur Herstellung eines Werkes gegen Entgelt (Erfolgshaftung).,ABGB,"Ein Werkvertrag nach § 1165 ABGB ist ein Vertrag, bei dem eine Person (Leistungspflichtiger) einem anderen (Leistungsbegehrende) verpflichtet, ein Werk zu schaffen oder zu vervollständigen.","Etwas, das als Werkvertrag im Sinne des § 1165 ABGB zu gelten ist, ist ein Vertrag, der eine unmittelbare und unvermeidliche Beziehung zwischen den Parteien herstellt, die eine unmittelbare und unvermeidliche Beziehung zwischen den Parteien herstellt, und dessen Inhalt und Um",2026 in Kraft.,0.7783496379852295
SELF-050,Wer gilt als Dienstnehmer im Sinne des ASVG § 4?,"Personen, die in einem Verhältnis persönlicher und wirtschaftlicher Abhängigkeit gegen Entgelt beschäftigt sind.",KSchG,"Ein Dienstnehmer im Sinne des ASVG § 4 ist eine Person, die in einem Dienstverhältnis steht. Dies umfasst insbesondere Angestellte, Beamte und Selbständige, die in einem Dienstverhältnis mit einem Arbeitgeber stehen.","Dienstnehmer im Sinne des ASVG § 4 sind Personen, die als Dienstleister oder Dienstleisterin tätig sind, die für die Leistung von Dienstleistungen oder für die Leistung von Leistungen an andere Personen bezüglich der Leistungserleichtung oder der Leistungsermittlung im Rahmen ihrer Arbeit oder für die","EStG 1988; 3.die Aufnahme von Abgaben, die auf Grund völkerrechtlicher Verträge vorgesehen sind; 4.die Aufnahme von Abgaben, die auf Grund völkerrechtlicher Verträge vorgesehen sind; 5.die Aufnahme von Abgaben, die auf Grund völkerrechtlicher Verträge vorgesehen sind; 6.die Aufnahme von Abgaben, die auf Grund völkerrechtlicher Verträge vorgesehen sind; 7.die Aufnahme von Abgaben",0.7888439893722534
SELF-051,Wer ist pflichtversichert nach dem GSVG?,"Natürliche Personen, die Mitglieder der Wirtschaftskammer sind (Gewerbetreibende).",GlBG,"Nach dem Gesundheitlichen Versorgungsfonds (GVF) sind alle Personen, die in Österreich einen Wohnsitz haben, pflichtversichert.","Der Gesetzgeber hat die Pflichtversicherung auf das Einkommen aus Gewerbebetrieb nach § 138 EStG 1988 für diejenigen ausgeschlossen, die nach § 139 EStG 1988 nicht als Einkünfte aus Gewerbebetrieb zählen.",der Pflichten nach § 99 EStG 1988; 3.die Aufbewahrungspflicht nach § 18a Abs. 1 Z 1 EStG 1988; 4.die Aufzeichnungs- und Mitteilungspflicht nach § 18a Abs. 2 EStG 1988; 5.die Kontrolle der Aufbewahrungspflicht nach § 18a Abs. 3 EStG 1988; 6.die Kontrolle der Aufzeichnungs- und Mit,0.7706195712089539
SELF-052,Wann entsteht die Steuerschuld nach der BAO?,"Sobald der Tatbestand verwirklicht ist, an den das Gesetz die Steuerpflicht knüpft (§ 21 BAO).",AngG,"Die Steuerschuld entsteht nach der Bundesabgabenordnung (BAO) mit Ablauf des Kalenderjahres, in dem die Einkünfte erzielt wurden.","Die Steuerschuld entsteht nach der BAO (Bundes-Abgaben-Ordnung) erst, wenn ein Unternehmer nach der BAO einen Verlust ausgewiesen hat.",/10004569,0.7381566762924194
SELF-053,Was besagt der Grundsatz der Offenlegungs- und Wahrheitspflicht (§ 115 BAO)?,Die Abgabenbehörden haben die tatsächlichen Verhältnisse von Amts wegen zu ermitteln.,AngG,"Der Grundsatz der Offenlegungs- und Wahrheitspflicht (§ 115 BAO) besagt, dass Steuerpflichtige bei der Abgabe von Steuererklärungen und bei der Offenlegung von Steuergegenständen die Wahrheit offenbaren und keine unrichtigen Angaben machen müssen.","Der Grundsatz besagt, dass Unternehmen und Einzelpersonen für ihre wahren Umstände und Einstellungen verantwortlich sind, wenn sie weder ausdrücklich verlangt, noch auf Grund eines Verlangens verlangt werden, dass sie etwas Offenlegen oder Wahrheitsgemäßes liefern.",gen.,0.800495982170105
SELF-054,Was ist das Zufluss-Abfluss-Prinzip (§ 19 EStG)?,"Einnahmen und Ausgaben sind in dem Kalenderjahr anzusetzen, in dem sie zugeflossen bzw. geleistet wurden.",MRG,"Das Zufluss-Abfluss-Prinzip ist ein Grundsatz im österreichischen Steuerrecht. Es besagt, dass Einkünfte nur dann besteuert werden, wenn sie tatsächlich in die Steuererklärung einfließen. Das bedeutet, dass Einkünfte, die nicht tatsächlich in die Steuererklärung einfließen, nicht besteuert werden.","Das Zufluss-Abfluss-Prinzip (§ 19 EStG) bezieht sich auf die Abzugsfähigkeit von Einkommen, das nach der Abzugsrechts-Praxis als Abfluss aus einer bestimmten Quelle (Zufluss) zu einem anderen (Abfluss) Einkommen verlangt.","istungen, die zur Versorgung der in Z 1 bezeichneten Wasserfahrzeuge bestimmt sind.",0.815711498260498
SELF-055,Welche Ausgaben gelten als Sonderausgaben nach § 18 EStG?,"Dazu gehören z.B. Renten, dauernde Lasten, Kirchenbeiträge und Steuerberatungskosten.",MRG,"Die Sonderausgaben nach § 18 EStG sind:

- Kirchenbeiträge
- Kirchenspenden
- Spenden an die Kirche
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an die Kirchenspenden
- Spenden an","Sonderausgaben gelten nach § 18 EStG als Ausgaben, die für die Einkunftssteuer nicht zuziehende Ausgaben sind. Zu den Sonderausgaben gehören beispielsweise Ausgaben für Einkünfte aus nichtselbständiger Arbeit, für Einkünfte aus nichtselbständiger Arbeit im Sinne von","der Abgaben des Unternehmens oder der Person, die die Abgaben erhält, angesammelt werden, werden als Sonderausgaben gemäß § 18 des Einkommensteuergesetzes gelten.",0.8017587661743164
