id,prompt,baseline_answer,correct_answer,sources
ESTG27-029,"Herr Kunz hat im Privatvermögen einen Swap-Vertrag abgeschlossen, bei dem er variable Zinszahlungen leistet und feste Zinszahlungen empfängt. Im laufenden Jahr erhält er 3.000 Euro an fixen Zinszahlungen und leistet 4.500 Euro an variablen Zahlungen. Am Jahresende wickelt er den Swap vorzeitig ab und erhält dafür einen Ausgleichsbetrag von 1.200 Euro. Wie sind diese Positionen nach § 27 EStG 1988 zu qualifizieren?","Ich bin hier nicht sicher, aber ich kann versuchen, eine Antwort zu geben.

Der Swap-Vertrag ist ein Finanzprodukt, das in der Regel als Sonderausgabe im Privatvermögen behandelt wird. Die variable Zinszahlung von 4.500 Euro ist als Einkommen zu versteuern, da sie nicht Teil des Swap-Vertrags ist, sondern eine separate Zahlung.

Die feste Zinszahlung von 3.000 Euro ist Teil des Swap-Vertrags und daher nicht als Einkommen zu versteuern.

Der Ausgleichsbetrag von 1.200 Euro ist als Einkommen zu versteuern, da er","Swaps sind gemäß § 27 Abs. 4 EStG 1988 ausdrücklich als Termingeschäfte genannt und fallen unter die Einkünfte aus Derivaten. Die laufenden Zahlungsströme aus dem Swap (erhaltene fixe Zinsen von 3.000 Euro abzüglich geleisteter variabler Zahlungen von 4.500 Euro = Nettoverlust von 1.500 Euro) stellen Differenzausgleiche gemäß § 27 Abs. 4 Z 1 EStG 1988 dar. Der bei vorzeitiger Abwicklung erhaltene Ausgleichsbetrag von 1.200 Euro fällt unter Einkünfte aus der sonstigen Abwicklung gemäß § 27 Abs. 4 Z 4 EStG 1988. Da alle Positionen dem besonderen Steuersatz nach § 27a Abs. 1 EStG 1988 unterliegen, können sie gemäß § 27 Abs. 8 Z 3 EStG 1988 miteinander verrechnet werden. Der Gesamtsaldo beträgt −300 Euro (−1.500 + 1.200).",§ 27 Abs. 4 Z 1 EStG 1988; § 27 Abs. 4 Z 4 EStG 1988; § 27 Abs. 8 Z 3 EStG 1988
ESTG27-030,"Frau Hess hält im Privatvermögen Anteile an einem thesaurierenden ausländischen Investmentfonds. Ihr werden im laufenden Jahr ausschüttungsgleiche Erträge von 2.000 Euro zugerechnet, die sie nie tatsächlich ausgezahlt bekommt. Gleichzeitig veräußert sie ihre Anteile am Fonds mit einem Gewinn von 5.000 Euro. Kann bei der Ermittlung des Veräußerungsgewinns der bereits versteuerte ausschüttungsgleiche Ertrag berücksichtigt werden?","Nein, der bereits versteuerte ausschüttungsgleiche Ertrag kann nicht berücksichtigt werden. Er ist bereits versteuert worden und kann nicht mehr abgesetzt werden. Der Veräußerungsgewinn kann nur mit dem Nettoumsatz berechnet werden, der sich aus dem Veräußerungsgewinn minus den nicht absetzbaren Beträgen ergibt.","Ja. Die ausschüttungsgleichen Erträge von 2.000 Euro stellen Einkünfte aus Kapitalvermögen dar, die im Jahr ihrer Zurechnung bereits versteuert wurden. Um eine Doppelbesteuerung zu vermeiden, erhöhen die bereits versteuerten ausschüttungsgleichen Erträge die steuerlichen Anschaffungskosten der Fondsanteile. Bei der Veräußerung der Anteile ist der Veräußerungsgewinn gemäß § 27 Abs. 3 EStG 1988 daher um die bereits versteuerten ausschüttungsgleichen Erträge zu kürzen. Der steuerpflichtige Veräußerungsgewinn beträgt somit 3.000 Euro (5.000 − 2.000), nicht 5.000 Euro. Dies verhindert, dass dieselben Erträge doppelt besteuert werden – einmal als ausschüttungsgleicher Ertrag und einmal als Wertsteigerung bei der Veräußerung.",§ 27 Abs. 3 EStG 1988; § 27 Abs. 1 EStG 1988
ESTG27-031,"Herr Stein ist zu 100% Gesellschafter und Geschäftsführer seiner GmbH. Die GmbH zahlt ihm ein überhöhtes Geschäftsführergehalt, das 30.000 Euro über dem fremdüblichen Betrag liegt. Das Finanzamt behandelt die überhöhte Zahlung als verdeckte Ausschüttung. Herr Stein hält die GmbH-Beteiligung im Privatvermögen. Welche Einkunftsart liegt nach § 27 EStG 1988 vor?",Die Einkunftsart ist Einkünfte aus selbständiger Arbeit.,"Die vom Finanzamt als verdeckte Ausschüttung qualifizierte überhöhte Geschäftsführervergütung von 30.000 Euro stellt auf Ebene des Gesellschafters einen sonstigen Bezug aus Anteilen an einer GmbH gemäß § 27 Abs. 2 Z 1 lit. a EStG 1988 dar. Da Herr Stein die Beteiligung im Privatvermögen hält und keine betrieblichen Einkünfte vorliegen, unterliegt die verdeckte Ausschüttung der Kapitalertragsteuer und ist als Einkünfte aus Kapitalvermögen im Sinne des § 27 Abs. 1 EStG 1988 zu behandeln – und nicht als Einkünfte aus nichtselbstständiger Arbeit, soweit der fremdübliche Betrag bereits als Gehalt erfasst wurde.",§ 27 Abs. 1 EStG 1988; § 27 Abs. 2 Z 1 lit. a EStG 1988
ESTG27-032,"Frau Vogt hat im Privatvermögen Anteile an einer Flexible Kapitalgesellschaft (FlexKapG) erworben und erhält eine Ausschüttung von 6.000 Euro. Da die FlexKapG erst seit 2024 existiert, ist Frau Vogt unsicher, ob diese Ausschüttung unter § 27 EStG 1988 fällt. Wie ist die Ausschüttung zu qualifizieren?","Da die FlexKapG erst seit 2024 existiert, ist die Ausschüttung nicht nach § 27 EStG 1988 zu qualifizieren, da dieser § nur für Kapitalgesellschaften gilt, die vor dem 1. Jänner 2024 gegründet wurden. 

Die Ausschüttung ist daher nach § 22 EStG 1988 zu qualifizieren. Frau Vogt hat also Einkünfte aus Kapitalvermögen und die Ausschüttung ist steuerpflichtig.","Ja, die Ausschüttung von 6.000 Euro ist nach § 27 EStG 1988 steuerpflichtig. Gemäß § 27 Abs. 2 Z 1 lit. a EStG 1988 gehören zu den Einkünften aus der Überlassung von Kapital ausdrücklich auch Gewinnanteile und sonstige Bezüge aus Anteilen an Flexiblen Kapitalgesellschaften. Die FlexKapG wurde durch das Flexible-Kapitalgesellschafts-Gesetz eingeführt und ist seit 2024 im Gesetz ausdrücklich neben Aktiengesellschaften und GmbHs in § 27 Abs. 2 Z 1 lit. a EStG 1988 genannt. Die Ausschüttung ist daher als Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 1 EStG 1988 zu behandeln.",§ 27 Abs. 1 EStG 1988; § 27 Abs. 2 Z 1 lit. a EStG 1988
ESTG27-033,"Herr Berg verleiht Wertpapiere an eine Bank (Wertpapierleihe). Während der Leihperiode schüttet die Aktiengesellschaft eine Dividende aus. Die Bank zahlt Herrn Berg eine Ausgleichszahlung in Höhe der Dividende. Herr Berg erhält außerdem eine Leihgebühr. In der Zwischenzeit ist der Kurs der Aktien gesunken. Nach Rückgabe der Aktien veräußert er diese mit einem Verlust von 2.000 Euro. Wie sind Ausgleichszahlung, Leihgebühr und Veräußerungsverlust steuerlich zu behandeln, und ist ein Verlustausgleich möglich?","Die Ausgleichszahlung in Höhe der Dividende ist steuerlich nicht zu berücksichtigen, da sie die Dividende, die Herr Berg ohnehin hätte erhalten, ersetzt.

Die Leihgebühr ist steuerlich zu berücksichtigen und wird als Einkommen von Herrn Berg behandelt.

Der Veräußerungsverlust von 2.000 Euro ist steuerlich zu berücksichtigen und kann mit anderen Verlusten aus der Vergangenheit ausgeglichen werden, wenn Herr Berg ein Einkommen hat.","Ausgleichszahlung und Leihgebühr stellen gemäß § 27 Abs. 5 Z 4 EStG 1988 Einkünfte aus der Überlassung von Kapital dar und sind als Einkünfte aus Kapitalvermögen nach § 27 Abs. 1 EStG 1988 steuerpflichtig. Der Veräußerungsverlust von 2.000 Euro nach Rückerhalt der Aktien stellt einen Verlust aus realisierten Wertsteigerungen gemäß § 27 Abs. 3 EStG 1988 dar. Da Ausgleichszahlung und Leihgebühr nicht unter die Ausnahmen des § 27 Abs. 8 Z 1 EStG 1988 fallen (diese betrifft nur Zinserträge aus Geldeinlagen bei Kreditinstituten), ist ein Verlustausgleich zwischen dem Veräußerungsverlust (§ 27 Abs. 3) und diesen Erträgen (§ 27 Abs. 5 Z 4) zulässig, sofern alle Positionen dem besonderen Steuersatz nach § 27a Abs. 1 EStG 1988 unterliegen (§ 27 Abs. 8 Z 3 EStG 1988).",§ 27 Abs. 3 EStG 1988; § 27 Abs. 5 Z 4 EStG 1988; § 27 Abs. 8 Z 1 EStG 1988; § 27 Abs. 8 Z 3 EStG 1988
ESTG27-034,"Frau Kern zieht von Österreich nach Frankreich (EU-Staat) und beantragt die Nichtfestsetzung der Wegzugsteuer auf ihre im Privatvermögen gehaltenen Derivate (Futures). Drei Jahre später überführt sie die Futures auf ein Depot in den USA (Nicht-EU-Staat), ohne sie zu veräußern. Welche steuerlichen Konsequenzen hat die Überführung nach § 27 EStG 1988?","Die Überführung der Derivate von einem Depot in einem EU-Staat (Frankreich) in ein Depot in einem Nicht-EU-Staat (USA) ohne Veräußerung führt zu einer steuerlichen Konsequenz.

Gemäß § 27 EStG 1988 gilt die Überführung von Werten in ein Nicht-EU-Staat als Veräußerung. Daher ist die Überführung der Derivate in das Depot in den USA als Veräußerung anzusehen.

Die Frau Kern muss die Veräußerung der Derivate mit dem Wert am Überführungsstichtag versteuern. Der Wert am Überführungsstichtag ist der Wert, zu","Die Überführung der Futures von einem EU/EWR-Depot in ein US-Depot gilt gemäß § 27 Abs. 6 Z 1 lit. b EStG 1988 als tatsächliche Veräußerung, da ein späterer Wegzug oder die spätere Überführung des Wirtschaftsgutes in einen Staat, der nicht von lit. a (EU/EWR) erfasst ist, als tatsächliche Veräußerung gilt. Gemäß § 27 Abs. 6 Z 1 lit. c EStG 1988 gilt diese tatsächliche Veräußerung als rückwirkendes Ereignis im Sinne des § 295a BAO. Die bisher nur festgestellte, aber nicht festgesetzte Abgabenschuld aus dem Wegzug nach Frankreich wird damit schlagend und ist nun zu entrichten. § 205 BAO ist dabei gemäß § 27 Abs. 6 Z 1 lit. c EStG 1988 ausdrücklich nicht anzuwenden.",§ 27 Abs. 6 Z 1 lit. b EStG 1988; § 27 Abs. 6 Z 1 lit. c EStG 1988
ESTG27-035,"Herr Falk ist stiller Gesellschafter an der X-OG. Laut Gesellschaftsvertrag ist seine Verlustbeteiligung auf die Höhe seiner Einlage beschränkt. Im laufenden Jahr erleidet er einen Verlustanteil von 12.000 Euro, der seine Einlage von 10.000 Euro übersteigt. Wie ist der Verlust in Höhe von 12.000 Euro nach § 27 EStG 1988 zu behandeln?","Der Verlust in Höhe von 12.000 Euro ist nach § 27 EStG 1988 nicht vollumfänglich auf die Einlage des Herrn Falk anzurechnen. Die Höchstbeteiligung beträgt die Höhe der Einlage, also 10.000 Euro. Der Verlust in Höhe von 2.000 Euro (12.000 - 10.000) ist daher nicht absetzbar.","Gemäß § 27 Abs. 2 Z 4 EStG 1988 gehören Gewinnanteile aus der Beteiligung als stiller Gesellschafter nur insoweit zu den Einkünften aus Kapitalvermögen, als sie nicht zur Auffüllung einer durch Verluste herabgeminderten Einlage zu verwenden sind. Im Umkehrschluss gilt für Verluste: Gemäß § 27 Abs. 8 Z 2 EStG 1988 dürfen Verlustanteile aus der Beteiligung als stiller Gesellschafter nicht mit anderen Einkünften ausgeglichen werden und sind in Folgejahren nur mit Gewinnanteilen aus derselben Beteiligung zu verrechnen. Da die Verlustbeteiligung vertraglich auf die Einlage beschränkt ist, ist der den Einlagestand übersteigende Verlustanteil von 2.000 Euro steuerlich nicht anzuerkennen – er kann weder im laufenden Jahr noch in Folgejahren verrechnet werden. Steuerlich relevanter Verlust sind daher nur 10.000 Euro (bis zur Einlage), welche ausschließlich mit zukünftigen Gewinnanteilen aus dieser Beteiligung zu verrechnen sind.",§ 27 Abs. 2 Z 4 EStG 1988; § 27 Abs. 8 Z 2 EStG 1988
ESTG27-036,"Frau Hahn hat Aktien der Z-AG in ihrem Depot bei der österreichischen Bank A. Sie beauftragt Bank A, alle Aktien auf ihr neues Depot bei derselben Bank A zu übertragen (interner Depottransfer). Einige Monate später überträgt sie dieselben Aktien auf ihr Depot bei der österreichischen Bank B, wobei sie Bank A beauftragt, Bank B die Anschaffungskosten mitzuteilen. Lösen diese Vorgänge steuerliche Konsequenzen nach § 27 EStG 1988 aus?","Ja, diese Vorgänge lösen steuerliche Konsequenzen aus.

Die Übertragung der Aktien von einem Depot bei Bank A auf ein anderes Depot bei derselben Bank A (interner Depottransfer) ist steuerlich neutral, da es sich um einen inneren Rechnungstransfer handelt.

Die Übertragung der Aktien von einem Depot bei Bank A auf ein Depot bei Bank B löst jedoch eine Veräußerung aus, da es sich um einen äußeren Rechnungstransfer handelt. Die Anschaffungskosten der Aktien werden bei Bank B nicht mehr auf Frau Hahns Depot angerechnet, sondern müssen als Veräu","Nein, keiner der beiden Vorgänge löst steuerliche Konsequenzen aus. Gemäß § 27 Abs. 6 Z 2 EStG 1988 liegt in folgenden Fällen keine Veräußerung vor: (1) Bei der Übertragung auf ein anderes Depot desselben Steuerpflichtigen bei derselben depotführenden Stelle (interner Depottransfer bei Bank A) – hier besteht keine Melde- oder Beauftragungspflicht. (2) Bei der Übertragung auf ein Depot desselben Steuerpflichtigen bei einer inländischen depotführenden Stelle (Bank B), wenn der Steuerpflichtige die übertragende depotführende Stelle (Bank A) beauftragt, der übernehmenden Stelle (Bank B) die Anschaffungskosten mitzuteilen. Beide Vorgänge erfüllen die gesetzlichen Voraussetzungen, sodass keine Veräußerung und damit keine Steuerpflicht entsteht. Die Anschaffungskosten werden bei Bank B fortgeführt.",§ 27 Abs. 6 Z 2 EStG 1988
ESTG27-037,"Herr Rau erhält von seiner Privatstiftung eine Zuwendung, für die die Stiftung die Kapitalertragsteuer übernimmt und an das Finanzamt abführt. Herr Rau erhält netto 17.250 Euro. Die Stiftung hat die KESt von 4.750 Euro aus eigenen Mitteln bezahlt. Ist die übernommene KESt für Herrn Rau steuerlich relevant?",Die übernommene KESt ist für Herrn Rau steuerlich relevant. Er muss die Zuwendung aus der Stiftung als Einkommen versteuern und die von der Stiftung übernommene KESt als Sonderausgaben absetzen.,"Ja. Gemäß § 27 Abs. 5 Z 2 EStG 1988 gelten vom Abzugsverpflichteten (§ 95 Abs. 2 EStG 1988) oder Dritten übernommene Kapitalertragsteuerbeträge als Einkünfte aus der Überlassung von Kapital. Die von der Privatstiftung übernommene KESt von 4.750 Euro ist daher selbst als Einkünfte aus Kapitalvermögen des Herrn Rau zu qualifizieren. Dies führt dazu, dass die Bemessungsgrundlage für die KESt auf die Bruttogröße (Nettobetrag + übernommene KESt = 22.000 Euro) hochzurechnen ist. Die übernommene KESt erhöht damit die steuerpflichtigen Einkünfte des Herrn Rau.",§ 27 Abs. 5 Z 2 EStG 1988; § 95 Abs. 2 EStG 1988
ESTG27-038,"Frau Eich ist Kommanditistin einer GmbH & Co KG und hält ihren Anteil im Privatvermögen. Die KG hält ihrerseits eine 100%-Beteiligung an einer GmbH im Betriebsvermögen. Die GmbH schüttet an die KG aus, und die KG leitet die Ausschüttung an Frau Eich weiter. Frau Eich ist der Ansicht, dass die Ausschüttung für sie Einkünfte aus Kapitalvermögen nach § 27 EStG 1988 seien. Ist diese Ansicht korrekt?","Nein, diese Ansicht ist nicht korrekt. 

Die Ausschüttung der GmbH an die KG ist steuerlich neutral, da sie zwischen Gesellschaftern der KG erfolgt. 

Die Ausschüttung der KG an Frau Eich ist jedoch Einkommen aus Land- und Forstwirtschaft oder Gewerbebetrieb (§ 22 EStG 1988) und nicht Einkünfte aus Kapitalvermögen.","Nein, die Ansicht ist nicht korrekt. Obwohl die GmbH-Ausschüttung an die KG ihrem Wesen nach Kapitalertrag ist, greift die Subsidiaritätsklausel des § 27 Abs. 1 EStG 1988. Die GmbH-Beteiligung wird von der KG im Betriebsvermögen gehalten; die KG erzielt daraus Einkünfte aus Gewerbebetrieb gemäß § 2 Abs. 3 Z 3 EStG 1988. Die Ausschüttung der GmbH an die KG ist damit betriebliche Einnahme der KG. Als Kommanditistin erzielt Frau Eich aus ihrer Beteiligung an der KG Einkünfte aus Gewerbebetrieb (Mitunternehmereinkünfte) – auch wenn sie den KG-Anteil im Privatvermögen hält. Die Ausschüttung stellt daher für Frau Eich keine Einkünfte aus Kapitalvermögen nach § 27 EStG 1988 dar.",§ 27 Abs. 1 EStG 1988; § 2 Abs. 3 EStG 1988
ESTG27-039,"Herr Lau hat im Privatvermögen Bitcoin im Februar 2022 um 30.000 Euro gekauft und im Jänner 2023 gegen Ethereum getauscht, als der Wert der Bitcoin 25.000 Euro betrug. Im Dezember 2023 veräußert er die Ethereum um 28.000 Euro. Welche steuerlichen Konsequenzen ergeben sich nach § 27 EStG 1988 bei Tausch und Veräußerung?","Da es sich um einen Tausch handelt, ist der Wertvergleich zwischen Bitcoin und Ethereum im Jänner 2023 nicht steuerbar. Der Verkauf der Ethereum im Dezember 2023 ist jedoch steuerbar. Der Veräußerungsgewinn beträgt 28.000 Euro - 25.000 Euro = 3.000 Euro.","Kryptowährungen fallen gemäß § 27 Abs. 4a EStG 1988 unter die Einkünfte aus Kryptowährungen, die nach Maßgabe des § 27b EStG 1988 zu besteuern sind. Der Tausch von Bitcoin gegen Ethereum stellt gemäß § 27 Abs. 1 letzter Satz EStG 1988 in Verbindung mit § 6 Z 14 EStG 1988 einen Tauschvorgang dar, der als Anschaffung und Veräußerung gilt: Der Tausch der Bitcoin (Wert zum Tauschzeitpunkt: 25.000 Euro, Anschaffungskosten: 30.000 Euro) führt zu einem realisierten Verlust von 5.000 Euro. Als Anschaffungskosten der Ethereum gilt der gemeine Wert der hingegebenen Bitcoin zum Tauschzeitpunkt, also 25.000 Euro. Die spätere Veräußerung der Ethereum um 28.000 Euro führt zu einem Gewinn von 3.000 Euro (28.000 − 25.000). Der Verlust aus dem Tausch (−5.000) und der Gewinn aus der Veräußerung (+3.000) können gemäß § 27 Abs. 8 Z 3 EStG 1988 miteinander verrechnet werden, da beide dem besonderen Steuersatz unterliegen.",§ 27 Abs. 1 EStG 1988; § 27 Abs. 4a EStG 1988; § 27 Abs. 8 Z 3 EStG 1988; § 6 Z 14 EStG 1988
ESTG27-040,"Frau Ort erhält als Begünstigte einer Privatstiftung im Bilanzerstellungszeitraum (Februar des Folgejahres, vor Bestätigung durch den Abschlussprüfer) eine Zuwendung von 15.000 Euro, die die Stiftung als Substanzauszahlung behandelt. Der Abschluss des Vorjahres ist noch nicht vom Abschlussprüfer bestätigt. Kann diese Zuwendung tatsächlich als Substanzauszahlung behandelt werden?","Nein, die Zuwendung kann nicht als Substanzauszahlung behandelt werden. Eine Substanzauszahlung ist eine Auszahlung, die im Bilanzerstellungszeitraum erfolgt und die Stiftung in ihrer Substanz nicht beeinträchtigt. Da die Zuwendung jedoch erst im Folgejahres im Februar erfolgt, kann sie nicht als Substanzauszahlung im Vorjahresabschluss berücksichtigt werden.","Nein. Gemäß § 27 Abs. 5 Z 8 lit. b letzter Satz EStG 1988 gelten Zuwendungen im Bilanzerstellungszeitraum ausdrücklich nicht als Substanzauszahlung, solange der im Jahresabschluss ausgewiesene Bilanzgewinn nicht vom Abschlussprüfer bestätigt ist. Da der Abschluss des Vorjahres zum Zeitpunkt der Zuwendung im Februar noch nicht vom Abschlussprüfer bestätigt wurde, kann die Zuwendung von 15.000 Euro nicht als Substanzauszahlung qualifiziert werden. Sie stellt daher in vollem Umfang eine steuerpflichtige Zuwendung im Sinne des § 27 Abs. 5 Z 7 EStG 1988 dar und unterliegt als Einkünfte aus Kapitalvermögen der Besteuerung.",§ 27 Abs. 5 Z 7 EStG 1988; § 27 Abs. 5 Z 8 lit. b EStG 1988
EMP-001,"Ein Angestellter erhält von seinem Arbeitgeber einen luxuriösen SUV mit Verbrennungsmotor zur privaten Nutzung. Er argumentiert, dass dies lediglich ein Werkzeug für seine Arbeit sei und daher kein steuerpflichtiges Einkommen darstelle. Muss für die Privatnutzung Lohnsteuer abgeführt werden?","Nein, die Privatnutzung eines Firmenwagens ist steuerlich nicht zu versteuern, wenn er ausschließlich für berufliche Zwecke genutzt wird. Der Arbeitnehmer muss jedoch nachweisen, dass die Privatnutzung gering ist und die Fahrzeugnutzung ausschließlich für berufliche Zwecke erfolgt.","Ja. Die Überlassung eines Firmen-PKW zur privaten Nutzung stellt einen geldwerten Vorteil aus dem Dienstverhältnis dar und ist als Sachbezug gemäß § 25 Abs. 1 Z 1 lit. a EStG steuerpflichtig. Die Höhe richtet sich nach den Anschaffungskosten (0,5 %, 1,5 % oder 2 % Sachbezugswert), sofern es sich nicht um ein Elektroauto handelt.",§ 25 Abs. 1 Z 1 lit. a EStG
EMP-002,"Ein Arbeitgeber zahlt einem Mitarbeiter eine einmalige Entschädigungssumme aus, weil eine zugesagte Beförderung aufgrund eines Formfehlers nicht stattfand. Handelt es sich hierbei um steuerpflichtiges Arbeitseinkommen?","Ja, die Entschädigungssumme ist steuerpflichtiges Arbeitseinkommen.","Ja. Bezüge und Vorteile aus einem bestehenden oder früheren Dienstverhältnis sind steuerpflichtig. Da die Entschädigung im direkten Zusammenhang mit der Erwerbstätigkeit und dem entgangenen Verdienst steht, ist sie als Einkunft aus nichtselbständiger Arbeit zu werten.",§ 25 Abs. 1 Z 1 lit. a EStG
EMP-003,Ein Unternehmen stellt einer Mitarbeiterin ein Elektrofahrrad (CO2-Emissionswert 0) auch zur privaten Nutzung zur Verfügung. Muss die Mitarbeiterin für diesen Vorteil einen Sachbezug versteuern?,"Ja, die Mitarbeiterin muss den Vorteil versteuern. Der Wert des Fahrrads ist zwar 0, aber der Vorteil ist ein Sachbezug, da er der Mitarbeiterin zur privaten Nutzung zur Verfügung gestellt wird. Der Wert des Fahrrads ist jedoch nicht 0, sondern der Wert, den es hätte, wenn es neu gekauft würde. Der Sachbezug ist also steuerpflichtig.",Nein. Für Fahrräder und Krafträder mit einem CO2-Emissionswert von 0 Gramm pro Kilometer ist beim Arbeitnehmer ein Sachbezugswert von Null anzusetzen. Es fällt somit keine Lohnsteuer für diesen Vorteil an.,§ 25 Abs. 1 EStG i.V.m. Sachbezugswerteverordnung
EMP-004,"Ein Hotel stellt seinem Koch täglich kostenlose Mahlzeiten und ein Zimmer im Personalhaus zur Verfügung. Der Koch meint, da er ohnehin vor Ort sein müsse, sei dies kein Einkommen. Liegt hier steuerpflichtiges Arbeitseinkommen vor?","Ja, es liegt steuerpflichtiges Arbeitseinkommen vor. Die kostenlose Befriedigung von Grundbedürfnissen wie Nahrung und Unterkunft gilt als Arbeitslohn.",Ja. Freie oder verbilligte Mahlzeiten und die Gewährung einer Wohnung sind Sachbezüge und damit Teil der Einkünfte aus nichtselbständiger Arbeit. Es sind jedoch die entsprechenden Bewertungssätze der Sachbezugswerteverordnung anzuwenden.,§ 25 Abs. 1 Z 1 lit. a EStG
EMP-005,"Ein Manager erhält bei seinem Ausscheiden eine freiwillige Abgangsentschädigung. Er behauptet, dies sei kein ""Lohn"", da er zum Zeitpunkt der Auszahlung gar nicht mehr arbeitet. Sind solche Bezüge steuerpflichtig?","Ja, freiwillige Abgangsentschädigungen sind steuerpflichtig. Sie gelten als Einkommen und unterliegen der Einkommensteuer.","Ja. Zu den Einkünften aus nichtselbständiger Arbeit gehören auch Bezüge und Vorteile aus einem früherenDienstverhältnis. Die Abfindung ist somit als nachträglicher Bezug steuerpflichtig, wobei für die Versteuerung oft begünstigte Sätze (z.B. Sechstelbegünstigung) zur Anwendung kommen.",§ 25 Abs. 1 Z 1 lit. a EStG
EMP-006,"Ein Arbeitgeber übernimmt die Kosten für ein Masterstudium eines Angestellten, das in engem Zusammenhang mit dessen beruflicher Tätigkeit steht. Muss der Angestellte die übernommenen Studiengebühren als Sachbezug versteuern?","Ja, der Angestellte muss die übernommenen Studiengebühren als Sachbezug versteuern. Dies gilt, wenn das Studium in engem Zusammenhang mit der beruflichen Tätigkeit des Angestellten steht. Der Sachbezug ist ein Sonderausgabenposten, der steuerlich absetzbar ist.","Nein. Vom Arbeitgeber übernommene Kosten für Aus- und Fortbildungsmaßnahmen, die im betrieblichen Interesse liegen, stellen keinen steuerpflichtigen Vorteil aus dem Dienstverhältnis dar.",§ 26 Z 3 EStG
EMP-007,"Ein Außendienstmitarbeiter erhält für eine Dienstreise Taggelder in Höhe von 26,40 € pro Tag. Er fragt sich, ob er diesen Betrag in seiner Steuererklärung als Einkommen versteuern muss.","Ja, der Taggeldbetrag ist steuerpflichtiges Einkommen.","Nein. Soweit die Vergütungen für Dienstreisen die Sätze des § 26 EStG nicht übersteigen (z.B. das amtliche Kilometergeld oder Taggelder bis 26,40 €), gehören sie nicht zu den steuerpflichtigen Einkünften aus nichtselbständiger Arbeit.",§ 26 Z 4 EStG
EMP-008,Ein Arbeitgeber zahlt für alle Mitarbeiter jährlich 300 € in eine freiwillige Pensionskasse ein. Ist dieser Beitrag für den Mitarbeiter unmittelbar als Lohn zu versteuern?,"Nein, der Beitrag zur Pensionskasse ist nicht als Lohn zu versteuern. Er ist ein Sonderausgabenabzug für den Arbeitnehmer.","Nein. Beiträge des Arbeitgebers für die Zukunftsvorsorge der Arbeitnehmer (unter bestimmten Voraussetzungen und bis zu einem gewissen Jahreshöchstbetrag, derzeit 300 €) gehören gemäß § 26 Z 7 EStG nicht zu den steuerpflichtigen Einkünften aus nichtselbständiger Arbeit.",§ 26 Z 7 EStG
EMP-009,Ein Mitarbeiter wird von Wien nach Salzburg versetzt. Der Arbeitgeber übernimmt die Kosten für das Umzugsunternehmen direkt. Muss der Mitarbeiter diesen Vorteil als Gehaltsteil versteuern?,"Ja, der Mitarbeiter muss den Vorteil als Gehaltsteil versteuern. Der Arbeitgeber übernimmt die Kosten für das Umzugsunternehmen direkt, was als geldwerter Vorteil (Gehaltsteil) angesehen wird. Der Mitarbeiter muss diesen Vorteil in seinem Einkommen versteuern.","Nein. Beträge, die der Arbeitgeber dem Arbeitnehmer als Ersatz der tatsächlichen Kosten für die Beförderung des Umzugsgutes zahlt, gehören gemäß § 26 Z 1 EStG nicht zu den Einkünften aus nichtselbständiger Arbeit.",§ 26 Z 1 EStG
EMP-010,Ein Unternehmen zahlt einer langjährigen Mitarbeiterin zum 25-jährigen Dienstjubiläum eine Prämie von 2.000 € in bar aus. Ist diese Zahlung steuerfrei?,"Die Zahlung ist steuerpflichtig. Die Zahlung ist keine steuerfreie Jubiläumszuwendung, sondern eine Prämie, die als Einkommen der Mitarbeiterin zu versteuern ist.",Nein. Barzuwendungen anlässlich eines Dienstjubiläums stellen einen Vorteil aus dem Dienstverhältnis dar und sind als Einkünfte aus nichtselbständiger Arbeit gemäß § 25 Abs. 1 Z 1 lit. a EStG voll steuerpflichtig.,§ 25 Abs. 1 Z 1 lit. a EStG
EMP-011,"Ein Arbeitnehmer nutzt seinen privaten PKW für eine Dienstreise und erhält vom Arbeitgeber 0,42 € pro gefahrenem Kilometer (amtliches Kilometergeld). Muss er diese Entschädigung versteuern?","Ja, der Arbeitnehmer muss die Entschädigung versteuern. Das Kilometergeld ist steuerpflichtig Einkommen.","Nein. Vergütungen des Arbeitgebers an den Arbeitnehmer für die Benutzung des eigenen Fahrzeuges für Dienstfahrten gehören nicht zu den Einkünften aus nichtselbständiger Arbeit, soweit sie das amtliche Kilometergeld nicht übersteigen.",§ 26 Z 4 EStG
EMP-012,"Ein Sicherheitsunternehmen stellt seinen Mitarbeitern Uniformen mit Firmenlogo zur Verfügung, die während des Dienstes getragen werden müssen. Stellt der Wert dieser Kleidung ein steuerpflichtiges Einkommen für die Mitarbeiter dar?","Nein, der Wert der Uniformen stellt kein steuerpflichtiges Einkommen für die Mitarbeiter dar. Die Uniformen werden als Betriebsaufwand des Arbeitgebers angesehen und sind Teil der Arbeitsbedingungen.",Nein. Die unentgeltliche oder verbilligte Überlassung von typischer Berufskleidung durch den Arbeitgeber gehört nicht zu den Einkünften aus nichtselbständiger Arbeit.,§ 26 Z 2 EStG
